timestamp	value
2026-04-29T11:15:34.308113	2.3399999141693115
2026-04-29T11:15:34.824442	2.369999885559082
2026-04-29T11:15:35.331705	2.3999998569488525
2026-04-29T11:15:35.738826	2.4099998474121094
2026-04-29T11:15:36.247079	2.379999876022339
2026-04-29T11:15:36.759992	2.359999895095825
2026-04-29T11:15:37.262749	2.429999828338623
2026-04-29T11:15:37.675726	2.379999876022339
2026-04-29T11:15:38.189316	2.3999998569488525
2026-04-29T11:15:38.701037	2.359999895095825
2026-04-29T11:15:39.214143	2.3299999237060547
2026-04-29T11:15:39.624097	2.5199999809265137
2026-04-29T11:15:40.128188	2.299999952316284
2026-04-29T11:15:40.637687	2.379999876022339
2026-04-29T11:15:41.148555	2.3999998569488525
2026-04-29T11:15:41.660039	2.379999876022339
2026-04-29T11:15:42.081165	2.4700000286102295
2026-04-29T11:15:42.601126	2.3899998664855957
2026-04-29T11:15:43.114869	2.4099998474121094
2026-04-29T11:15:43.625793	2.3299999237060547
2026-04-29T11:15:44.051396	2.309999942779541
2026-04-29T11:15:44.569928	2.359999895095825
2026-04-29T11:15:44.988267	2.3899998664855957
2026-04-29T11:15:45.493252	2.2799999713897705
2026-04-29T11:15:46.006155	2.379999876022339
2026-04-29T11:15:46.524240	2.2799999713897705
2026-04-29T11:15:46.937977	2.2899999618530273
2026-04-29T11:15:47.449602	2.309999942779541
2026-04-29T11:15:47.979552	2.450000047683716
2026-04-29T11:15:48.390442	2.4600000381469727
2026-04-29T11:15:48.901101	2.4099998474121094
2026-04-29T11:15:49.418604	2.259999990463257
2026-04-29T11:15:49.933890	2.429999828338623
2026-04-29T11:15:50.345865	2.369999885559082
2026-04-29T11:15:50.864882	2.419999837875366
2026-04-29T11:15:51.388146	2.299999952316284
2026-04-29T11:15:51.902912	2.1399998664855957
2026-04-29T11:15:52.314740	2.2699999809265137
2026-04-29T11:15:52.828485	2.419999837875366
2026-04-29T11:15:53.346176	2.369999885559082
2026-04-29T11:15:53.860397	2.450000047683716
2026-04-29T11:15:54.271437	2.2200000286102295
2026-04-29T11:15:54.788902	2.3499999046325684
2026-04-29T11:15:55.316215	2.359999895095825
2026-04-29T11:15:55.731147	2.3399999141693115
2026-04-29T11:15:56.250819	2.3999998569488525
2026-04-29T11:15:56.758849	2.299999952316284
2026-04-29T11:15:57.284176	2.440000057220459
2026-04-29T11:15:57.695379	2.25
2026-04-29T11:15:58.208037	2.2899999618530273
2026-04-29T11:15:58.724384	2.359999895095825
2026-04-29T11:15:59.134332	2.440000057220459
2026-04-29T11:15:59.648461	2.369999885559082
2026-04-29T11:16:00.168883	2.450000047683716
2026-04-29T11:16:00.582371	2.240000009536743
2026-04-29T11:16:01.094704	2.4800000190734863
2026-04-29T11:16:01.607876	2.490000009536743
2026-04-29T11:16:02.122993	2.2200000286102295
2026-04-29T11:16:02.629425	2.429999828338623
2026-04-29T11:16:03.033796	2.5299999713897705
2026-04-29T11:16:03.536445	2.429999828338623
2026-04-29T11:16:04.037510	2.5799999237060547
2026-04-29T11:16:04.541575	2.450000047683716
2026-04-29T11:16:05.050817	2.440000057220459
2026-04-29T11:16:05.458603	2.5
2026-04-29T11:16:05.965609	2.369999885559082
2026-04-29T11:16:06.477575	2.3499999046325684
2026-04-29T11:16:06.986916	2.299999952316284
2026-04-29T11:16:07.493894	2.4800000190734863
2026-04-29T11:16:07.900773	2.5199999809265137
2026-04-29T11:16:08.413978	2.299999952316284
2026-04-29T11:16:08.932487	2.4099998474121094
2026-04-29T11:16:09.441027	2.359999895095825
2026-04-29T11:16:09.843450	2.5299999713897705
2026-04-29T11:16:10.348513	2.319999933242798
2026-04-29T11:16:10.856224	2.4700000286102295
2026-04-29T11:16:11.383858	2.2899999618530273
2026-04-29T11:16:11.797066	2.3899998664855957
2026-04-29T11:16:12.313962	2.379999876022339
2026-04-29T11:16:12.828112	2.3299999237060547
2026-04-29T11:16:13.334006	2.3499999046325684
2026-04-29T11:16:13.741622	2.299999952316284
2026-04-29T11:16:14.248471	2.3499999046325684
2026-04-29T11:16:14.750125	2.3899998664855957
2026-04-29T11:16:15.259457	2.509999990463257
2026-04-29T11:16:15.775469	2.4099998474121094
2026-04-29T11:16:16.187327	2.379999876022339
2026-04-29T11:16:16.695908	2.379999876022339
2026-04-29T11:16:17.202052	2.2799999713897705
2026-04-29T11:16:17.712763	2.309999942779541
2026-04-29T11:16:18.129386	2.4600000381469727
2026-04-29T11:16:18.635901	2.450000047683716
2026-04-29T11:16:19.141318	2.25
2026-04-29T11:16:19.654179	2.3999998569488525
2026-04-29T11:16:20.165496	2.3899998664855957
2026-04-29T11:16:20.578907	2.3899998664855957
2026-04-29T11:16:21.084603	2.3999998569488525
2026-04-29T11:16:21.592882	2.3999998569488525
2026-04-29T11:16:22.108063	2.299999952316284
2026-04-29T11:16:22.512479	2.559999942779541
2026-04-29T11:16:23.024153	2.419999837875366
2026-04-29T11:16:23.536214	2.2300000190734863
2026-04-29T11:16:24.055322	2.319999933242798
2026-04-29T11:16:24.466118	2.299999952316284
2026-04-29T11:16:24.980356	2.359999895095825
2026-04-29T11:16:25.497257	2.3299999237060547
2026-04-29T11:16:26.013639	2.419999837875366
2026-04-29T11:16:26.424754	2.3399999141693115
2026-04-29T11:16:26.939906	2.4700000286102295
2026-04-29T11:16:27.449800	2.3299999237060547
2026-04-29T11:16:27.960880	2.2899999618530273
2026-04-29T11:16:28.379947	2.369999885559082
2026-04-29T11:16:28.895129	2.440000057220459
2026-04-29T11:16:29.409308	2.5
2026-04-29T11:16:29.823084	2.309999942779541
2026-04-29T11:16:30.340861	2.299999952316284
2026-04-29T11:16:30.846947	2.3499999046325684
2026-04-29T11:16:31.356010	2.450000047683716
2026-04-29T11:16:31.759719	2.369999885559082
2026-04-29T11:16:32.271332	2.490000009536743
2026-04-29T11:16:32.783676	2.4099998474121094
2026-04-29T11:16:33.292139	2.259999990463257
2026-04-29T11:16:33.801803	2.5
2026-04-29T11:16:34.305230	2.429999828338623
2026-04-29T11:16:34.707687	2.5399999618530273
2026-04-29T11:16:35.219597	2.2100000381469727
2026-04-29T11:16:35.733638	2.369999885559082
2026-04-29T11:16:36.236500	2.429999828338623
2026-04-29T11:16:36.641640	2.4700000286102295
2026-04-29T11:16:37.146277	2.4600000381469727
2026-04-29T11:16:37.653589	2.359999895095825
2026-04-29T11:16:38.164291	2.369999885559082
2026-04-29T11:16:38.668284	2.419999837875366
2026-04-29T11:16:39.077631	2.419999837875366
2026-04-29T11:16:39.583817	2.5
2026-04-29T11:16:40.099075	2.299999952316284
2026-04-29T11:16:40.609004	2.3399999141693115
2026-04-29T11:16:41.117877	2.25
2026-04-29T11:16:41.527709	2.559999942779541
2026-04-29T11:16:42.036854	2.429999828338623
2026-04-29T11:16:42.545748	2.4800000190734863
2026-04-29T11:16:43.053538	2.319999933242798
2026-04-29T11:16:43.455700	2.490000009536743
2026-04-29T11:16:43.962662	2.3399999141693115
2026-04-29T11:16:44.464812	2.359999895095825
