# expname:   tundra_solar
# timestamp: 20260409_132700
# setting:   troposphere
# power:     solar
# device:    led
# override:  B_solar_nameplate_ratio = [0.25]
# combos:    troposphere+solar+led
# rows:      1
# cli:       --expname tundra_solar  --setting troposphere  --power solar  --device led  --B_solar_nameplate_ratio 0.25
#
setting	power	device	I_ch4_per_kwy	I_ch4_reference_concentration_ppb	I_co2e_ratio	I_credit_price_per_tonne_ch4	I_credit_price_per_tonne_co2e	B_device_efficiency_multiplier	B_engineering_improvement	B_solar_cap_cost_per_mw_nameplate	B_solar_land_use_acres_per_mw	B_solar_nameplate_mw	B_solar_nameplate_ratio	B_solar_panel_lifetime_years	B_target_megatonnes	B_troposphere_volume_m3	B_wh_to_remove_1ppm_per_m3	B_years_to_run	P_device_efficiency_multiplier	P_effective_ch4_per_kwy	P_wh_to_remove_1ppm_raw	P_wy_needed	P_wy_to_remove_1ppm_raw	O_annual_cost	O_solar_acreage_needed	O_solar_mw_nameplate_needed	O_solar_w_needed	O_solar_w_raw	O_total_cost
troposphere	solar	led	3.0	2000	28	1200	100	1000	10	1000000	4	100	0.25	25	100	1e+18	50	10	1000	3000.0	5e+19	570385580652.5211	5703855806525211.0	9126169290.440338	912616.9290440339	228154.23226100847	57038558065.25211	570385580652521.1	228154232261.00845
