setting	ch4_per_kwy	co2e_ratio	ch4_reference_concentration_ppb	credit_price_per_tonne_ch4	credit_price_per_tonne_co2e	ship_powerplant_mw	ship_device_power_kw	ship_days_per_year	energy_cost_ship_per_kwh	global_ship_fleet	plausible_equipped_fleet	avg_power_per_ship_mw	solar_nameplate_mw	solar_cap_cost_per_mw_nameplate	solar_land_use_acres_per_mw	solar_nameplate_ratio	solar_panel_lifetime_years	energy_cost_usa_per_mwh	target_megatonnes	landfill_nameplate_mw	landfill_construction_premium	landfill_ch4_concentration_ppm	troposphere_volume_m3	wh_to_remove_1ppm_per_m3	nuclear_plant_output_wy	led_efficiency_multiplier	years_to_run	engineering_improvement	cost_per_micronuke	ship_fraction_of_year	ship_energy_used_kwy	ship_energy_cost_per_year	ship_ch4_converted_tonnes	ship_co2e_converted_tonnes	ship_revenue_ch4	ship_revenue_co2e	ship_net_ch4	ship_net_co2e	ship_cost_per_tonne_ch4	ship_cost_per_tonne_co2e	fleet_total_power_mw	fleet_real_power_mw	fleet_ch4_converted_tonnes	fleet_co2e_converted_tonnes	fleet_total_net_co2e	solar_acreage	solar_available_kw	solar_energy_used_kwy	solar_annual_capex	solar_annual_cap_cost_per_kwy	solar_ch4_converted_tonnes	solar_co2e_converted_tonnes	solar_revenue_ch4	solar_revenue_co2e	solar_net_ch4	solar_net_co2e	solar_cost_per_tonne_ch4	solar_cost_per_tonne_co2e	solar_nameplate_for_target_mw	solar_acreage_for_target	landfill_acreage	landfill_available_kw	landfill_energy_used_kwy	landfill_annual_capex	landfill_annual_cap_cost_per_kwy	landfill_concentration_factor	landfill_ch4_converted_tonnes	landfill_co2e_converted_tonnes	landfill_revenue_ch4	landfill_revenue_co2e	landfill_net_ch4	landfill_net_co2e	landfill_cost_per_tonne_ch4	landfill_cost_per_tonne_co2e	landfill_capital_cost	wh_to_remove_1ppm_troposphere	wy_to_remove_1ppm_troposphere	nukes_needed	nukes_with_improvements	total_cost	annual_cost	solar_wy_required	solar_w_per_year
all	3.0	28	2000	1200	100	60	100	250	0.25	80000	10000	1	100	1000000	4	0.4	25	30.0	100	100	4	500	1e+18	50	30000000	1000	10	10	20000000	0.684931506849315	68.4931506849315	150102.7397260274	205.47945205479454	5753.424657534247	246575.34246575343	575342.4657534247	96472.60273972605	425239.7260273973	730.4999999999999	26.08928571428571	10000	6849.315068493151	20547945.205479454	575342465.7534248	57534246575.342476	400	40000.0	40000.0	4000000.0	100.0	120000.0	3360000.0	144000000.0	336000000.0	140000000.0	332000000.0	33.333333333333336	1.1904761904761905	83333.33333333333	333333.3333333333	400	40000.0	40000.0	16000000.0	400.0	250.0	30000000.0	840000000.0	36000000000.0	84000000000.0	35984000000.0	83984000000.0	0.5333333333333333	0.01904761904761905	400000000	5e+19	5703855806525211.0	190128526.8841737	1901.285268841737	3802570537683474.0	380257053768347.4	5703855806525211.0	570385580652521.1
