setting	I_ch4_per_kwy	I_co2e_ratio	I_ch4_reference_concentration_ppb	I_credit_price_per_tonne_ch4	I_credit_price_per_tonne_co2e	B_ship_powerplant_mw	B_ship_device_power_kw	B_ship_days_per_year	B_energy_cost_ship_per_kwh	B_global_ship_fleet	B_plausible_equipped_fleet	B_avg_power_per_ship_mw	B_solar_nameplate_mw	B_solar_cap_cost_per_mw_nameplate	B_solar_land_use_acres_per_mw	B_solar_nameplate_ratio	B_solar_panel_lifetime_years	B_energy_cost_usa_per_mwh	B_target_megatonnes	B_landfill_nameplate_mw	B_landfill_construction_premium	B_landfill_ch4_concentration_ppm	B_troposphere_volume_m3	B_wh_to_remove_1ppm_per_m3	B_nuclear_plant_output_wy	B_led_efficiency_multiplier	B_years_to_run	B_engineering_improvement	B_cost_per_micronuke	P_ship_fraction_of_year	P_ship_energy_used_kwy	P_ship_energy_cost_per_year	P_fleet_total_power_mw	P_fleet_real_power_mw	O_ship_ch4_converted_tonnes	O_ship_co2e_converted_tonnes	O_ship_revenue_ch4	O_ship_revenue_co2e	O_ship_net_ch4	O_ship_net_co2e	O_ship_cost_per_tonne_ch4	O_ship_cost_per_tonne_co2e	O_fleet_ch4_converted_tonnes	O_fleet_co2e_converted_tonnes	O_fleet_total_net_co2e	P_solar_available_kw	P_solar_energy_used_kwy	P_solar_annual_capex	P_solar_cap_cost_per_kwy	O_solar_acreage	O_solar_ch4_converted_tonnes	O_solar_co2e_converted_tonnes	O_solar_revenue_ch4	O_solar_revenue_co2e	O_solar_net_ch4	O_solar_net_co2e	O_solar_cost_per_tonne_ch4	O_solar_cost_per_tonne_co2e	O_solar_nameplate_for_target_mw	O_solar_acreage_for_target	P_landfill_available_kw	P_landfill_energy_used_kwy	P_landfill_annual_capex	P_landfill_cap_cost_per_kwy	P_landfill_concentration_factor	O_landfill_acreage	O_landfill_ch4_converted_tonnes	O_landfill_co2e_converted_tonnes	O_landfill_revenue_ch4	O_landfill_revenue_co2e	O_landfill_net_ch4	O_landfill_net_co2e	O_landfill_cost_per_tonne_ch4	O_landfill_cost_per_tonne_co2e	O_landfill_capital_cost	P_wh_to_remove_1ppm_troposphere	P_wy_to_remove_1ppm_troposphere	P_solar_wy_required	O_nukes_needed	O_nukes_with_improvements	O_total_cost	O_annual_cost	O_solar_w_per_year
all	3.0	28	2000	1200	100	60	100	250	0.25	80000	10000	1	100	1000000	4	0.4	25	30.0	100	100	4	500	1e+18	50	30000000	1000	10	10	20000000	0.684931506849315	68.4931506849315	150102.7397260274	10000	6849.315068493151	205.47945205479454	5753.424657534247	246575.34246575343	575342.4657534247	96472.60273972605	425239.7260273973	730.4999999999999	26.08928571428571	20547945.205479454	575342465.7534248	57534246575.342476	40000.0	40000.0	4000000.0	100.0	400	120000.0	3360000.0	144000000.0	336000000.0	140000000.0	332000000.0	33.333333333333336	1.1904761904761905	83333.33333333333	333333.3333333333	40000.0	40000.0	16000000.0	400.0	250.0	400	30000000.0	840000000.0	36000000000.0	84000000000.0	35984000000.0	83984000000.0	0.5333333333333333	0.01904761904761905	400000000	5e+19	5703855806525211.0	5703855806525211.0	190128526.8841737	1901.285268841737	3802570537683474.0	380257053768347.4	570385580652521.1
