setting	power	device	I_ch4_per_kwy	I_ch4_reference_concentration_ppb	I_co2e_ratio	I_credit_price_per_tonne_ch4	I_credit_price_per_tonne_co2e	B_device_efficiency_multiplier	B_engineering_improvement	B_solar_cap_cost_per_mw_nameplate	B_solar_land_use_acres_per_mw	B_solar_nameplate_mw	B_solar_nameplate_ratio	B_solar_panel_lifetime_years	B_target_megatonnes	B_troposphere_volume_m3	B_wh_to_remove_1ppm_per_m3	B_years_to_run	P_device_efficiency_multiplier	P_effective_ch4_per_kwy	P_wh_to_remove_1ppm_raw	P_wy_needed	P_wy_to_remove_1ppm_raw	O_annual_cost	O_solar_acreage_needed	O_solar_mw_nameplate_needed	O_solar_w_needed	O_solar_w_raw	O_total_cost
troposphere	solar	led	3.0	2000	28	1200	100	1000	10	1000000	4	100	0.4	25	100	1e+18	50	10	1000	3000.0	5e+19	570385580652.5211	5703855806525211.0	5703855806.525211	570385.5806525211	142596.39516313028	57038558065.25211	570385580652521.1	142596395163.13028
