condition	time	methane	windspeed	current
OFF	2026-05-03T02:17:41	2.0470001697540283	0.0	0.3254375
OFF	2026-05-03T02:17:47	2.0480000972747803	0.0	0.3254375
OFF	2026-05-03T02:17:52	2.0500001907348633	6.25e-05	0.325625
OFF	2026-05-03T02:17:57	2.0490000247955322	4.095875	0.3255
OFF	2026-05-03T02:18:02	2.0500001907348633	0.0	0.3254375
OFF	2026-05-03T02:18:07	2.0490000247955322	4.095875	0.3254375
OFF	2026-05-03T02:18:12	2.0510001182556152	4.095875	0.32525
OFF	2026-05-03T02:18:17	2.0429999828338623	0.0	0.325625
OFF	2026-05-03T02:18:23	2.0420000553131104	0.0	0.3253125
ON	2026-05-03T02:18:28	2.0429999828338623	4.095875	0.553875
ON	2026-05-03T02:18:33	2.0420000553131104	0.0	0.5945625
ON	2026-05-03T02:18:38	2.0350000858306885	4.095875	0.5734375
ON	2026-05-03T02:18:43	2.0350000858306885	4.0959375	0.5923125
ON	2026-05-03T02:18:48	2.0390000343322754	0.0	0.6000625
ON	2026-05-03T02:18:53	2.0530002117156982	4.0959375	0.540875
ON	2026-05-03T02:18:58	2.0530002117156982	4.0959375	0.6025625
ON	2026-05-03T02:19:04	2.058000087738037	4.0959375	0.599875
ON	2026-05-03T02:19:09	2.05400013923645	4.0959375	0.601125
ON	2026-05-03T02:19:14	2.063000202178955	4.0959375	0.6105
ON	2026-05-03T02:19:19	2.062000036239624	4.095875	0.5591875000000001
ON	2026-05-03T02:19:24	2.064000129699707	4.0959375	0.6049375
ON	2026-05-03T02:19:29	2.062000036239624	0.0	0.607125
ON	2026-05-03T02:19:40	2.06000018119812	4.0959375	0.607875
ON	2026-05-03T02:19:45	2.058000087738037	4.0959375	0.6063125
ON	2026-05-03T02:19:50	2.055000066757202	0.0	0.606375
ON	2026-05-03T02:20:00	2.059000015258789	4.095875	0.599
